,stop_suburb,stop_latitude,stop_longitude,stop_id,stop_name,postcode
41,puckapunyal,-36.9866333,145.035553,27458,Bridges Barracks/Morobe Rd,3662
42,puckapunyal,-37.0013351,145.039383,14238,Family Store/Malaya Rd,3662
43,wallan,-37.414505,144.979111,4327,Hadfield Park/High St,3756
44,kilmore,-37.2949562,144.9517,4306,Hudson Park/Sydney St,3764
45,narooma (nsw),-36.21946,150.132584,4283,ANZ Bank/Wagonga St,
46,moruya (nsw),-35.9116173,150.080338,4287,Apex Park/Princes Hwy,
47,bairnsdale,-37.82846,147.627411,1504,Bairnsdale Railway Station,3875
48,bairnsdale,-37.8284035,147.6274,4107,Bairnsdale Railway Station/MacLeod St,3875
49,bemm river,-37.6724167,148.7942,3336,Bemm River Rd/Princes Hwy,3889
50,mallacoota,-37.5575829,149.7577,4503,Bendigo Bank/Maurice Ave,3892
51,pambula (nsw),-36.9305077,149.875214,4279,Bennet Lane,
52,bermagui (nsw),-36.4271049,150.076782,4596,Bermagui Motor Inn/Lamont St,
53,eden (nsw),-37.063015,149.904251,4278,Caltex Service Station/Princes Hwy,
54,cann river,-37.5653038,149.151962,4264,Cann River Police Station/Ward St,3890
55,bega (nsw),-36.6738319,149.842117,4282,Carp St/Church St,
56,caulfield east,-37.8774567,145.042526,1036,Caulfield Railway Station,3145
57,dandenong,-37.9899673,145.209732,1049,Dandenong Railway Station,3175
58,bodalla (nsw),-36.0916176,150.051483,4571,Eurobodalla Rd/Princes Hwy,
59,melbourne,-37.81831,144.966965,1071,Flinders Street Railway Station,3006
60,cabbage tree creek,-37.69782,148.720581,4271,General Store/Princes Hwy,3889
61,genoa,-37.4750633,149.592,4276,Genoa Hotel/Alexanders Rd,3891
62,tuross (nsw),-36.022274,150.102875,4285,Hector McWilliams Dr/Princes Hwy,
63,moe,-38.1769066,146.260574,1540,Moe Railway Station,3825
64,dalmeny (nsw),-36.16993,150.107941,4499,Mort Ave/Princes Hwy,
65,morwell,-38.2368469,146.397736,1542,Morwell Railway Station,3840
66,narooma (nsw),-36.2166519,150.127823,4284,Narooma Visitor Information Centre/Princes Hwy,
67,orbost,-37.70588,148.4553,4270,Nicholson St/Wolseley St,3888
68,nowa nowa,-37.73231,148.0916,4527,Nowa Nowa General Store/Princes Hwy,3887
69,nowa nowa,-37.7339,148.089188,4269,Nowa Nowa/Princes Hwy,3887
70,batemans bay (nsw),-35.705944099999996,150.178146,4289,Orient St,
71,pakenham,-38.0806122,145.486374,1153,Pakenham Railway Station,3810
72,merimbula (nsw),-36.889,149.909027,4280,Park St,
73,lakes entrance,-37.88143,147.982666,4259,Post Office/Princes Hwy,3909
74,mogo (nsw),-35.7827568,150.142212,4288,Princes Hwy,
75,rosedale,-38.1564026,146.786972,1551,Rosedale Railway Station,3847
76,sale,-38.1032257,147.054688,1553,Sale Railway Station,3850
77,cobargo (nsw),-36.38691,149.88913,4281,Service Station/Tarlington St,
78,bodalla (nsw),-36.0938721,150.051819,4286,Shops/Princes Hwy,
79,stratford,-37.96705,147.081467,1558,Stratford Railway Station,3862
80,bemm river,-37.6718063,148.794876,4583,Sydenham Inlet Rd/Princes Hwy,3889
81,gipsy point,-37.4804878,149.67923,4520,Township/Gipsy Point Rd,3891
82,traralgon,-38.19832,146.5387,1563,Traralgon Railway Station,3844
83,tostaree,-37.7425728,148.158112,30270,Wairewa Rd/Princes Hwy,3888
84,bermagui (nsw),-36.4222679,150.064468,4591,Wapengo St/Wallaga Lake Rd,
85,warragul,-38.165226,145.932678,1568,Warragul Railway Station,3820
86,newmerella,-37.7355042,148.432068,4275,Warrens Rd/Princes Hwy,3886
87,waygara,-37.7539444,148.322754,4274,Waygara Rd/Princes Hwy,3888
88,wonboyn (nsw),-37.22874,149.830933,4277,Wonboyn Rd/Princes Hwy,
89,bairnsdale,-37.82551,147.632278,4253,Bailey St/Princes Hwy,3875
90,lake tyers beach,-37.861866,148.070679,4262,Barracouta Rd/Lake Tyers Rd,3909
91,kingston (act),-35.31953,149.148636,4268,Canberra Railway Station/Burke Cres,
92,cooma (nsw),-36.2340279,149.126511,4265,Centennial Park/Bombala St,
93,swan reach,-37.8402519,147.9273,30926,Forest Tech/Princes Hwy,3903
94,sale,-38.1072273,147.0635,4074,Gippsland Shopping Centre/Cunninghame St,3850
95,kalimna west,-37.8688545,147.957214,4257,Hunters Lane/Princes Hwy,3909
96,lakes entrance,-37.87477,148.007462,4588,Jetty Rd/Princes Hwy,3909
97,canberra (act),-35.2774124,149.128571,4263,Jolimont Centre/Northbourne Ave,
98,rosedale,-38.1509933,146.7847,4304,Latrobe St/Princes Hwy,3847
99,lindenow,-37.8810158,147.421783,4250,Lindenow Rd/Princes Hwy,3865
100,kalimna,-37.8792458,147.961884,4258,Lookout Rd/Princes Hwy,3909
101,nimmitabel (nsw),-36.51358,149.283722,4570,Monro St/Bombala St,
102,nimmitabel (nsw),-36.513298,149.283646,4267,Nimmitabel Bakery/Bombala St,
103,lakes entrance,-37.8775864,147.995224,4072,Police Station/Roadknight St,3909
104,bombala (nsw),-36.91121,149.240326,4266,War Memorial/Forbes St,
105,tyers,-38.1490746,146.4828,4522,79 Moe-Glengarry Rd,3844
106,maffra,-37.9704,146.982361,4506,Boisdale St/Johnson St,3860
107,drouin,-38.13645,145.855942,1521,Drouin Railway Station,3818
108,garfield,-38.09103,145.674225,1526,Garfield Railway Station,3814
109,tinamba,-37.96271,146.891663,4378,General Store/Traralgon-Maffra Rd,3859
110,heyfield,-37.9795,146.791931,4604,Gordon St/Maffra Rd,3858
111,heyfield,-37.97932,146.791229,4509,Gordon St/Mary St,3858
112,wurruk,-38.10513,147.031418,4052,Hunt Pl/Princes Hwy,3850
113,cowwarr,-38.01404,146.6955,4177,McEwan Rd/Traralgon - Maffra Rd,3857
114,glengarry,-38.12548,146.573547,4573,Opp Glengarry Hotel/Main St,3854
115,maffra,-37.96638,146.975311,4507,Pearson St/Johnson St,3860
116,heyfield,-37.9825935,146.784866,4510,Primary School/Harbeck St,3858
117,cowwarr,-38.01404,146.695953,4600,Railway St/Traralgon - Maffra Rd,3857
118,traralgon,-38.1944237,146.538422,4498,Traralgon Plaza SC/Franklin St,3844
119,toongabbie,-38.0599327,146.624161,4512,Victoria St/Cowen St,3856
120,bass,-38.48327,145.466919,4463,65 Hade Ave #63,3991
121,anderson,-38.52635,145.447525,4464,Anderson Bus Interchange/Bass Hwy,3995
122,jam jerrup,-38.3252144,145.543533,29542,Bay Rd/Bass Hwy,3984
123,cape woolamai,-38.5210381,145.334869,25809,Cape Woolamai/Phillip Island Rd,3925
124,clyde,-38.15898,145.31839,4454,Clyde-Five Ways Rd/South Gippsland Hwy,3978
125,corinella,-38.4330673,145.49675,4460,Corinella Rd/Bass Hwy,3984
126,cowes,-38.4521,145.240173,33516,Cowes Transit Centre/Church St,3922
127,cranbourne,-38.108902,145.283173,4537,Cranbourne Park SC/High St,3977
128,cranbourne,-38.10964,145.284164,4452,Cranbourne Park SC/Lyall St,3977
129,grantville,-38.3984375,145.5374,27134,Deep Creek St/Bass Hwy,3984
130,smiths beach,-38.4969368,145.259476,25825,Dolphin Dr/Back Beach Rd,3922
131,newhaven,-38.5149,145.357788,4153,Forrest Ave/Phillip Island Rd,3925
132,surf beach,-38.50789,145.291122,25814,General Store/Phillip Island Rd,3922
133,grantville,-38.4081535,145.530045,4564,Grantville-Glen Alvie Rd/Bass Hwy,3984
134,the gurdies,-38.3715363,145.563065,4475,Gurdies - St Helier Rd/Bass Hwy,3984
135,inverloch,-38.63119,145.727463,32527,Inverloch Police Station/Bayview Ave,3996
136,koo wee rup,-38.1999779,145.490265,4456,Koo Wee Rup Bus Interchange/Rossiter Rd,3981
137,lang lang,-38.265583,145.562866,4457,Lang Lang Bus Interchange/Western Port Rd,3984
138,tooradin,-38.21366,145.381546,4169,Lyall St/South Gippsland Hwy,3980
139,tooradin,-38.21375,145.381042,4587,Mickle St/South Gippsland Hwy,3980
140,wonthaggi,-38.59585,145.59198,4152,Miners Rest Hotel/137 McKenzie St,3995
141,wonthaggi,-38.5957527,145.592148,4366,Miners Rest Hotel/138 McKenzie St,3995
142,bass,-38.4839821,145.46637,4560,opp 5 Bass School Rd,3991
143,dalyston,-38.56346,145.54657,4470,Ozone Hotel/Bass Hwy,3992
144,sunset strip,-38.4979,145.268967,25822,Panorama Ave/Back Beach Rd,3922
145,kilcunda,-38.5494576,145.475922,4469,Peppermint Rd/Bass Hwy,3995
146,grantville,-38.4069557,145.53038,4459,Pier Rd/Bass Hwy,3984
147,pioneer bay,-38.3815,145.553,32462,Pioneer Bay/Bass Hwy,3984
148,inverloch,-38.63461,145.729675,4474,Ramsay Bvd/The Esplanade,3996
149,san remo,-38.52066,145.37117,4465,San Remo Post Office/Marine Pde,3925
150,cape paterson,-38.6678467,145.621124,4473,Seaward Dr/Cape Paterson Rd,3995
151,north wonthaggi,-38.58968,145.582809,4471,South Dudley Rd/Bass Hwy,3995
152,glen forbes,-38.417366,145.52211,4496,Stanley Rd/Bass Hwy,3990
153,cranbourne,-38.1016426,145.2827,4437,Station St/High St,3977
154,sunderland bay,-38.50274,145.281174,4550,Sunderland Bay/Phillip Island Rd,3922
155,sunset strip,-38.49776,145.2689,32110,Sunset Strip/Back Beach Rd,3922
156,wimbledon heights,-38.4816132,145.239441,25828,Ventnor Beach Rd/Gap Rd,3922
157,cowes,-38.45905,145.239075,4467,Walton St/Thompson Ave,3922
158,wonthaggi,-38.60485,145.5884,29567,Wonthaggi Bus Interchange/Biggs Dr,3995
159,north wonthaggi,-38.58988,145.582932,4557,Wonthaggi Community Garden/Bass Hwy,3995
160,bunyip,-38.09911,145.720764,1512,Bunyip Railway Station,3815
161,clayton,-37.9251671,145.120682,1040,Clayton Railway Station,3168
162,longwarry,-38.1109924,145.766861,1536,Longwarry Railway Station,3816
163,marlo,-37.79597,148.53923,30279,Marlo Primary School/Jorgensen St,3888
164,nar nar goon,-38.08159,145.571671,1545,Nar Nar Goon Railway Station,3812
165,richmond,-37.8240738,144.990158,1162,Richmond Railway Station,3121
166,trafalgar,-38.2072372,146.15477,1562,Trafalgar Railway Station,3824
167,tynong,-38.0849953,145.628235,1564,Tynong Railway Station,3813
168,yarragon,-38.2033463,146.062866,1573,Yarragon Railway Station,3823
169,alberton,-38.6146164,146.666748,4435,Alberton Store/South Gippsland Hwy,3971
170,loch,-38.36869,145.706451,4551,Clarence St/Victoria Rd,3945
171,korumburra,-38.4415779,145.829926,4445,Coal Creek Museum/South Gippsland Hwy,3950
172,korumburra,-38.4308853,145.822815,4442,King St/Commercial St,3950
173,koonwarra,-38.5466881,145.946838,31273,Koala Dr/Swan Rd,3954
174,leongatha,-38.47714,145.947891,4448,Leongatha Railway Station/Long St,3953
175,yarram,-38.5648422,146.674759,4446,Memorial Park/Grant St,3971
176,nyora,-38.3349152,145.672165,4355,Mitchell St/Davis St,3987
177,buffalo,-38.649807,146.018188,3334,Neals Rd/Meeniyan - Promontory Rd,3958
178,toora,-38.6648,146.323883,4440,Newsagency/Stanley St,3962
179,welshpool,-38.6654549,146.4368,4447,Post Office/South Gippsland Hwy,3966
180,foster,-38.6522179,146.200165,4552,Pulhams Store/Main St,3960
181,fish creek,-38.6940727,146.082687,4438,Roo Fuel/Meeniyan - Promontory Rd,3959
182,meeniyan,-38.5777435,146.014145,4439,Welsford St/South Gippsland Hwy,3956
183,jerilderie (nsw),-35.35886,145.739685,4421,Caltex Roadhouse/Newell Hwy,
184,cobram,-35.92048,145.644775,4352,Cobram Station/Punt Rd,3643
185,toolamba,-36.50947,145.310181,4420,Cross Lane/Toolamba Rd,3614
186,tocumwal (nsw),-35.8118019,145.567459,4051,Deniliquin Rd/Morris St,
187,congupna,-36.3006325,145.434067,4581,Farrell Park/3591 Katamatite-Shepparton Rd,3633
188,shepparton,-36.37984,145.39946,4462,Fraser St/Wyndham St,3630
189,barooga (nsw),-35.9119339,145.690536,4417,General Store/Nangunia St,
190,katunga,-35.99937,145.460434,4415,General Store/Numurkah Rd,3640
191,shepparton,-36.36255,145.404724,22638,Goulburn Valley Health/Graham St,3630
192,nagambie,-36.78361,145.155838,4526,High St/Vine St,3608
193,tatura,-36.44047,145.225311,4505,Hogan St/Fraser St,3616
194,yarroweyah,-35.9255638,145.560165,4353,Kokoda Rd/Murray Valley Hwy,3644
195,strathmerton,-35.9253464,145.479263,4354,Maguire St/Murray Valley Hwy,3641
196,finley (nsw),-35.6399727,145.579437,4419,Memorial Park/Wollamai St,
197,mooroopna,-36.3940773,145.361328,4110,Mill St/McLennan St,3629
198,mooroopna,-36.39457,145.361145,4171,Mill St/Midland Hwy,3629
199,mooroopna,-36.399128,145.358215,1541,Mooroopna Railway Station,3629
200,murchison east,-36.6130447,145.240387,1543,Murchison East Railway Station,3610
201,murchison,-36.61687,145.218185,4186,Murchison/Stevenson St,3610
202,nagambie,-36.78546,145.160355,1544,Nagambie Railway Station,3608
203,coleambally (nsw),-34.80521,145.881241,4414,Opposite Bendigo Bank/Kingfisher Ave,
204,numurkah,-36.0899467,145.44101,4356,Quinn St/Mieklejohn St,3636
205,darlington point (nsw),-34.5676537,146.000259,4422,Rivadestra Pizza & Pasta/Bridge Rd,
206,shepparton,-36.3838158,145.406342,1555,Shepparton Railway Station,3630
207,darlington point (nsw),-34.56782,146.000275,4575,Stock St/Bridge Rd,
208,tallygaroopna,-36.2391167,145.431854,4423,Victoria Rd/Goulburn Valley Hwy,3634
209,nagambie,-36.78341,145.155228,4491,Vine St/Vine St,3608
210,griffith (nsw),-34.2890625,146.050583,4416,Visitors Centre/Jondaryan Ave,
211,wunghnu,-36.15373,145.431778,4424,Walter St/Goulburn Valley Hwy,3635
212,wahgunyah,-36.01028,146.394058,4350,Blanche St/Foord St,3687
213,rutherglen,-36.0550537,146.459335,28596,High St/Murray St,3685
214,springhurst,-36.1862755,146.470428,4065,Post Office/Anzac Rd,3682
215,corowa (nsw),-35.99877,146.391418,4299,Sanger St/River St,
216,bundoora,-37.68299,145.069214,10391,Bundoora RMIT/Plenty Rd,3083
217,whittlesea,-37.5121231,145.117691,4346,Church St/Walnut St,3757
218,croydon,-37.77136,145.294754,14118,Dorset Rd/Maroondah Hwy,3136
219,yea,-37.2111664,145.423981,4236,east of Pechell St/High St,3717
220,ringwood,-37.8124847,145.230774,13970,Eastland SC/Warrandyte Rd,3134
221,merton,-36.9773178,145.710831,4579,Euroa - Mansfield Rd/Maroondah Hwy,3715
222,merton,-36.9776,145.710678,4347,Euroa-Mansfield Rd/Maroondah Hwy,3715
223,croydon north,-37.770443,145.295456,4348,Exeter Rd/Maroondah Hwy,3136
224,flowerdale,-37.320694,145.28833,4409,Flowerdale Hotel/Whittlesea-Yea Rd,3658
225,molesworth,-37.1673126,145.539047,4548,General Store/Goulburn Valley Hwy,3718
226,kinglake west,-37.47562,145.236786,4410,General Store/Whittlesea-Yea Rd,3757
227,hazeldene,-37.3441658,145.288818,4525,Hazeldene Bridge/Whittlesea-Yea Rd,3658
228,yarra glen,-37.6575966,145.374435,4344,Herbert St/Melba Hwy,3775
229,lilydale,-37.756546,145.347092,4411,Lilydale Station/Maroondah Hwy,3140
230,mansfield,-37.05163,146.086166,4400,MMBL Depot/High St,3722
231,maindample,-37.0287,145.9402,4404,Opposite CFA/Maroondah Hwy,3723
232,bonnie doon,-37.02655,145.8537,4403,Phillip St/Bon Cres,3720
233,ringwood,-37.81508,145.229874,4406,Ringwood Station/Maroondah Hwy,3134
234,bundoora,-37.6807022,145.068985,26954,RMIT Bundoora Campus West/Plenty Rd,3083
235,glenburn,-37.41899,145.427048,4401,Roadhouse/Melba Hwy,3717
236,hazeldene,-37.37398,145.280243,4405,Silver Creek Rd/Whittlesea-Yea Rd,3658
237,mount buller,-37.1484566,146.448975,4298,Village Centre/Mt Buller Rd,3723
238,nunawading,-37.8173256,145.185028,4547,Walker Park/Whitehorse Rd,3131
239,whittlesea,-37.512455,145.118088,3335,Walnut St/Church St,3757
240,box hill,-37.8186035,145.126251,4407,Watts St/Whitehorse Rd,3128
241,woodfield,-37.02225,145.806824,4412,Woolshed Rd/Maroondah Hwy,3715
242,yarck,-37.10119,145.617081,4413,Wrights St/Maroondah Hwy,3719
243,yarrawonga,-36.01307,146.004868,4297,Belmore St/Orr St,3730
244,mulwala (nsw),-35.9892235,146.0051,4426,Melbourne St/Inglis St,
245,tungamah,-36.1640358,145.877533,4427,Saunders Reserve/Middleton St,3728
246,saint james,-36.26995,145.8944,4428,St James Rd/Devenish Rd,
247,devenish,-36.33107,145.89447,4139,Town Hall/Devenish Rd,3726
248,goorambat,-36.41123,145.92276,4549,Victory Park/Hall Rd,3725
249,ardeer,-37.783062,144.8022,1007,Ardeer Railway Station,3022
250,maddingley,-37.6875153,144.436859,1503,Bacchus Marsh Railway Station,3340
251,ballan,-37.60021,144.220566,24626,Ballan Police Station/Old Melbourne Rd,3342
252,ballan,-37.6043,144.225449,1505,Ballan Railway Station,3342
253,ballarat central,-37.55879,143.859451,1506,Ballarat Railway Station,3350
254,ballarat central,-37.5586548,143.858765,4458,Ballarat Railway Station/Lydiard St,3350
255,ravenhall,-37.7661438,144.735748,1601,Caroline Springs Railway Station,3023
256,ravenhall,-37.7662354,144.736908,23654,Caroline Springs Station/Christies Rd,3023
257,cobblebank,-37.7125435,144.6041,1605,Cobblebank Railway Station,3338
258,deer park,-37.77776,144.772308,1052,Deer Park Railway Station,3023
259,deer park,-37.77731,144.771088,23520,Deer Park Station/Railway Pde,3023
260,footscray,-37.8010864,144.9032,1072,Footscray Railway Station,3011
261,melton south,-37.7033768,144.571945,1121,Melton Railway Station,3338
262,rockbank,-37.72926,144.650635,1167,Rockbank Railway Station,3335
263,bacchus marsh,-37.67501,144.435379,27052,Service Station/Gisborne Rd,3340
264,sunshine,-37.7877426,144.83197,1218,Sunshine Railway Station,3020
265,wendouree,-37.5397148,143.820068,1589,Wendouree Railway Station,3355
266,halls gap,-37.15672,142.52887,33415,Brambuk the National Park and Cultural Centre/Grampians Rd,3381
267,stawell,-37.0636368,142.763458,4593,Former Pleasant Creek Courthouse/Western Hwy,3380
268,halls gap,-37.12863,142.53894,33340,Grampians Gardens Caravan Park/Grampians Rd,3381
269,bellfield (3381),-37.1773,142.5404,33417,Lake Bellfield/Tymna Dr,
270,halls gap,-37.17296,142.541672,33416,Lakeside Caravan Park/Tymna Dr,3381
271,halls gap,-37.1343422,142.521576,4524,Recreation Reserve/Grampians Rd,3381
272,stawell,-37.0592537,142.773544,1613,Stawell Railway Station,3380
273,stawell,-37.05673,142.779724,26640,Stawell Town Hall/Main St,3380
274,skipton,-37.68524,143.361435,4227,BP Roadhouse/Glenelg Hwy,3361
275,glenthompson,-37.63661,142.546783,4116,Cameron St/Glenelg Hwy,3293
276,casterton,-37.58988,141.393356,4391,Casterton Memorial Hospital/Russell St,3311
277,wickliffe,-37.6903954,142.722931,4133,CFA Station/Glenelg Hwy,3379
278,scarsdale,-37.66668,143.6557,4233,Drummond St/Glenelg Hwy,3351
279,westmere,-37.6891479,142.967087,4132,General Store/Glenelg Hwy,3351
280,smythesdale,-37.6449776,143.684326,4240,Loader St/Glenelg Hwy,3351
281,streatham,-37.6794434,143.062668,4131,Milk Bar/Glenelg Hwy,3351
282,sebastopol,-37.58226,143.840866,4128,Rubicon St/Albert St,3356
283,mt gambier (sa),-37.8257141,140.787,4163,Tourist Information Centre/Jubilee Hwy East,
284,casterton,-37.58582,141.402542,4117,Wathen St/Henty St,3311
285,coleraine,-37.598362,141.693558,4126,Whyte St/Henty St,3315
286,hopetoun,-35.7265854,142.364365,4134,Austin St/Henty Hwy,3396
287,beaufort,-37.4277725,143.382385,1507,Beaufort Railway Station,3373
288,lascelles,-35.6078835,142.579254,4135,Boree St/Sunraysia Hwy,3487
289,turriff,-35.4570427,142.471115,4143,CFA/Sunraysia Hwy,3488
290,great western,-37.15202,142.8546,4105,Cubitt St/Western Hwy,3374
291,great western,-37.1514969,142.853455,4574,Cuibitt St/Western Hwy,3374
292,beulah,-35.995327,142.4077,4136,Galaquil West Rd/Henty Hwy,3395
293,tempy,-35.34531,142.4248,4038,General Store/Sunraysia Hwy,3489
294,beulah,-35.9393959,142.420914,4137,Hogans Newsagent/Phillips St,3395
295,buangor,-37.3662033,143.172134,4145,Hotel/Western Hwy,3375
296,minyip,-36.4602928,142.587372,4138,Main St/Church St,3392
297,ouyen,-35.0709229,142.315048,28234,Ouyen Community Park/Oke St,3490
298,rosebery,-35.83506,142.422546,4140,Rosebery Station/Henty Hwy,3395
299,warracknabeal,-36.2509079,142.39534,4141,Scott St/Woolcock St,3393
300,speed,-35.4019432,142.438843,4216,Service Station/Sunraysia Hwy,3488
301,sheep hills,-36.3877144,142.5312,4142,Sheep Hills Rd/Stawell-Warracknabeal Rd,3392
302,brim,-36.0767441,142.421036,4144,Swann St/Henty Hwy,3391
303,trawalla,-37.4368553,143.469849,4592,Trawalla PS/Western Hwy,3373
304,rupanyup,-36.63141,142.631409,4070,Walter St/Cromie St,3388
305,glenorchy,-36.9066658,142.66394,4146,Wills St/Edwards St,3385
306,broomfield,-37.3866577,143.912231,4385,Acacia Rd/Creswick-Newstead Rd,3364
307,wood wood,-35.10443,143.345917,4294,Algie Rd/Murray Valley Hwy,3596
308,newlyn,-37.40177,143.9945,4244,Antique Shop/Midland Hwy,3364
309,bendigo,-36.7656746,144.283,1509,Bendigo Railway Station,3550
310,bendigo,-36.76593,144.2821,4071,Bendigo Station/Railway Pl,3550
311,creswick north,-37.40886,143.888229,29829,Broomfield Rd/Clunes-Creswick Rd,3363
312,euston (nsw),-34.57454,142.7401,4358,Caltex Roadhouse/Sturt Hwy,
313,castlemaine,-37.06285,144.214157,1514,Castlemaine Railway Station,3450
314,daylesford,-37.3427124,144.141037,4246,CFA/Bridport St,3460
315,creswick,-37.4246063,143.888123,1590,Creswick Railway Station,3363
316,allendale,-37.37182,143.921417,4386,Creswick-Newstead Rd,3364
317,smeaton,-37.3317375,143.948868,4387,Cumberland Hotel/Creswick-Newstead Rd,3364
318,maldon,-36.9958839,144.068176,4533,Francis St/High St,3463
319,mount helen,-37.6281166,143.879959,4017,Gear Ave/Warrenheip St,3350
320,guildford,-37.1489868,144.166443,4243,Guildford General Store/Midland Hwy,3451
321,welshmans reef,-37.06867,144.045425,4098,Gully Rd/Maldon-Newstead Rd,3462
322,blampied,-37.36722,144.042236,4100,Hotel/Midland Hwy,3364
323,kangaroo flat,-36.7950745,144.2445,4389,Kangaroo Flat Station/High St,3555
324,kerang,-35.73313,143.924332,1531,Kerang Railway Station,3579
325,creswick,-37.44428,143.888474,17143,Lakeside Dr/Midland Hwy,3363
326,maldon,-36.99597,144.068008,4390,Maldon Post Office/High St,3463
327,harcourt,-36.9968262,144.260986,4245,Market St/Calder Hwy,3453
328,mildura,-34.1821022,142.163239,4558,Mildura Railway Station,3500
329,campbelltown,-37.20347,143.946442,4388,Opposite Old Garage/Creswick-Newstead Rd,3364
330,newstead,-37.10668,144.061478,4317,Panmure St/Pyrenees Hwy,3462
331,lockwood south,-36.87761,144.146667,4096,Pinjarra Dr/Bendigo - Maldon Rd,3551
332,boundary bend,-34.716053,143.150467,4295,Post Office/Murray Valley Hwy,3599
333,creswick,-37.4245033,143.894318,4219,Raglan St/Albert St,3363
334,newstead,-37.1125259,144.055038,4108,Railway Hotel/Creswick - Newstead Rd,3462
335,lockwood south,-36.8388367,144.155716,4081,Roadside Store/Calder Alternative Hwy,3551
336,robinvale,-34.58479,142.77034,4296,Robinvale Railway Station/Bromley Rd,3549
337,swan hill,-35.3416634,143.562317,1559,Swan Hill Railway Station,3585
338,nyah,-35.1854858,143.377121,4251,Two Bays Roadhouse/Murray Valley Hwy,3594
339,ballarat central,-37.56063,143.848251,17376,Ballarat Base Hospital/Sturt St,3350
340,smythes creek,-37.5966072,143.768951,4228,Bells Rd/Glenelg Hwy,3351
341,camperdown,-38.2289,143.150925,1513,Camperdown Railway Station,3260
342,derrinallum,-37.9478569,143.223572,4238,General Store/Hamilton Hwy,3325
343,darlington,-37.9967041,143.046371,4590,Hall St/Ware St,3271
344,haddon,-37.589756,143.720825,4055,Memorial Dr/Sago Hill Rd,3351
345,lismore,-37.9538536,143.343735,4232,Newsagency/Hamilton Hwy,3324
346,terang,-38.2364235,142.9114,1561,Terang Railway Station,3264
347,warrnambool,-38.3850975,142.475525,1569,Warrnambool Railway Station,3280
348,mortlake,-38.08069,142.804764,4242,Webster St/Dunlop St,3272
